gene,c6_chrom,start,end,gene_ID,Type,Synonyms
VCSEN_aTSS1735,1,2413668,2413668,"",misc_feature,""
VCSEN_aTSS1737,1,2414269,2414269,"",misc_feature,""
VC2259,1,2414417,2415259,tsf,CDS,""
VCSEN_aTSS1739,1,2415285,2415285,"",misc_feature,""
VC2260,1,2415391,2416119,rpsB,CDS,""
VCSEN_aTSS1741,1,2416277,2416277,"",misc_feature,""
VCSEN_aTSS1743,1,2416354,2416354,"",misc_feature,""
VCSEN_aTSS4187,1,2416420,2416420,"",misc_feature,""
VC2261,1,2416460,2417302,map,CDS,""
VC2262,1,2417392,2420037,glnD,CDS,""
VCSEN_ancRNA364,1,2418571,2418762,"",misc_RNA,""
VCSEN_aTSS1745,1,2418762,2418762,"",misc_feature,""
VCSEN_aTSS4189,1,2420125,2420125,"",misc_feature,""
VC2264,1,2420283,2420696,"",CDS,""
VC2265,1,2420737,2421246,pgpA,CDS,""
VC2266,1,2421243,2422217,thiL,CDS,""
VC2267,1,2422308,2422778,nusB,CDS,"groNB, ssaD, ssyB"
VC2268,1,2422778,2423248,ribE,CDS,"ribH, ybaF, nusIII"
VCSEN_aTSS1747,1,2422956,2422956,"",misc_feature,""
VCSEN_aTSS1749,1,2423284,2423284,"",misc_feature,""
VC2269,1,2423513,2424622,ribB,CDS,""
VCSEN_aTSS4191,1,2424414,2424414,"",misc_feature,""
VCSEN_ancRNA365,1,2424414,2424834,"",misc_RNA,""
VC2270,1,2424663,2425316,ribE,CDS,""
VC2271,1,2425321,2426424,ribD,CDS,""
VC2272,1,2426450,2426899,nrdR,CDS,""
VCSEN_aTSS1751,1,2426916,2426916,"",misc_feature,""
VC2273,1,2426999,2428252,proA,CDS,"proL, pro1, pro(1)"
VC2274,1,2428261,2429394,proB,CDS,"pro2, pro(2)"
VCSEN_aTSS1753,1,2429423,2429423,"",misc_feature,""
VC2275,1,2429515,2429904,crl,CDS,""
VCSEN_aTSS1755,1,2429965,2429965,"",misc_feature,""
VC2276,1,2430038,2431285,frsA,CDS,""
VCSEN_aTSS1757,1,2431317,2431317,"",misc_feature,""
VC2277,1,2431382,2431846,gpt,CDS,"glyD, gpp, gxu"
VC2278,1,2431884,2433176,pbuG,CDS,""
VCSEN_aTSS1759,1,2432172,2432172,"",misc_feature,""
VCSEN_aTSS1761,1,2433223,2433223,"",misc_feature,""
VCSEN_ancRNA366,1,2433375,2433692,"",misc_RNA,""
VCSEN_aTSS1763,1,2433692,2433692,"",misc_feature,""
VCSEN_ancRNA367,1,2433772,2434025,"",misc_RNA,""
VCSEN_aTSS4193,1,2433965,2433965,"",misc_feature,""
VCSEN_aTSS1765,1,2434025,2434025,"",misc_feature,""
VC2279,1,2434055,2435527,pepD,CDS,""
VCSEN_aTSS4195,1,2435675,2435675,"",misc_feature,""
VC2280,1,2435761,2436204,"",CDS,""
VC2281,1,2436201,2437106,rimK,CDS,nek
VCSEN_aTSS4197,1,2436937,2436937,"",misc_feature,""
VC2282,1,2437093,2438154,"",CDS,""
VC2283,1,2438223,2439578,"",CDS,""
VC2285,1,2439735,2441252,cdgL,CDS,""
VCSEN_aTSS1767,1,2441306,2441306,"",misc_feature,""
VC2286,1,2441316,2442086,"",CDS,""
VCSEN_aTSS1769,1,2442236,2442236,"",misc_feature,""
VCSEN_aTSS1771,1,2442268,2442268,"",misc_feature,""
VC2287,1,2442332,2443414,dinB,CDS,""
VCSEN_aTSS1773,1,2443434,2443434,"",misc_feature,""
VC2288,1,2443523,2443756,"",CDS,""
VC2289,1,2443773,2444843,apbE,CDS,""
VC2290,1,2444923,2446149,nqrF,CDS,""
VC2291,1,2446183,2446779,nqrE,CDS,""
VC2292,1,2446787,2447419,nqrD,CDS,""
VCSEN_aTSS1775,1,2446933,2446933,"",misc_feature,""
VC2293,1,2447419,2448192,nqrC,CDS,""
VC2294,1,2448179,2449426,nqrB,CDS,""
VC2295,1,2449432,2450772,nqrA,CDS,""
VCSEN_aTSS1777,1,2450989,2450989,"",misc_feature,""
VCSEN_aTSS1779,1,2451044,2451044,"",misc_feature,""
VC2296,1,2451257,2451577,bolA,CDS,""
VCSEN_ancRNA368,1,2451639,2452326,"",misc_RNA,""
VCSEN_aTSS1781,1,2451712,2451712,"",misc_feature,""
VCSEN_aTSS4199,1,2451716,2451716,"",misc_feature,""
VC2297,1,2451742,2452872,rlmG,CDS,""
VCSEN_aTSS1783,1,2452326,2452326,"",misc_feature,""
VCSEN_aTSS4201,1,2452789,2452789,"",misc_feature,""
VCSEN_aTSS4203,1,2452831,2452831,"",misc_feature,""
VC2298,1,2452914,2453489,"",CDS,""
VC2299,1,2453446,2454030,ppiA,CDS,""
VC2300,1,2454099,2455487,"",CDS,""
VC2301,1,2455575,2456255,"",CDS,""
VC2302,1,2456252,2456836,"",CDS,""
VCSEN_aTSS1785,1,2456882,2456882,"",misc_feature,""
VC2303,1,2456927,2457508,"",CDS,""
VC2304,1,2457577,2457687,"",CDS,""
VCSEN_aTSS1787,1,2457630,2457630,"",misc_feature,""
VCSEN_ancRNA369,1,2457699,2458057,"",misc_RNA,""
VCSEN_aTSS4205,1,2457775,2457775,"",misc_feature,""
VC2305,1,2457836,2458636,ompK,CDS,""
VCSEN_aTSS1789,1,2458057,2458057,"",misc_feature,""
VCSEN_aTSS4207,1,2458750,2458750,"",misc_feature,""
VC2307,1,2458775,2459665,"",CDS,""
VCSEN_ancRNA370,1,2458876,2459389,"",misc_RNA,""
VCSEN_aTSS1791,1,2459389,2459389,"",misc_feature,""
VCSEN_aTSS4209,1,2459558,2459558,"",misc_feature,""
VC2308,1,2459662,2460267,"",CDS,""
VC2309,1,2460251,2461465,sufS,CDS,""
VC2310,1,2461535,2461969,"",CDS,""
VC2311,1,2461974,2462789,"",CDS,""
VCSEN_aTSS1793,1,2462795,2462795,"",misc_feature,""
VC2312,1,2462887,2463993,mltA,CDS,"waaN, mlt, ygdM"
VCSEN_aTSS1795,1,2464018,2464018,"",misc_feature,""
VC2314,1,2464064,2464468,"",CDS,""
VCSEN_ancRNA371,1,2464545,2465142,"",misc_RNA,""
VCSEN_aTSS1797,1,2464578,2464578,"",misc_feature,""
VC2316,1,2464737,2466074,argA,CDS,"Arg1, Arg2, argB"
VCSEN_aTSS1799,1,2465142,2465142,"",misc_feature,""
VC2317,1,2466048,2466212,"",CDS,""
VCSEN_aTSS4211,1,2466188,2466188,"",misc_feature,""
VC2318,1,2466301,2466486,"",CDS,""
VC2319,1,2466516,2468636,recD,CDS,""
VCSEN_aTSS4213,1,2467625,2467625,"",misc_feature,""
VCSEN_ancRNA372,1,2467625,2467833,"",misc_RNA,""
VC2320,1,2468633,2472259,recB,CDS,""
VCSEN_aTSS1801,1,2468808,2468808,"",misc_feature,""
VCSEN_aTSS4215,1,2472404,2472404,"",misc_feature,""
VCSEN_ancRNA373,1,2472404,2472829,"",misc_RNA,""
VC2322,1,2472524,2475970,recC,CDS,""
VCSEN_aTSS1803,1,2475998,2475998,"",misc_feature,""
VC2323,1,2476209,2477177,TehAVc,CDS,""
VCSEN_aTSS1805,1,2477208,2477208,"",misc_feature,""
VCSEN_aTSS4217,1,2477260,2477260,"",misc_feature,""
VC2324,1,2477288,2478202,tehR,CDS,""
VCSEN_aTSS4219,1,2478286,2478286,"",misc_feature,""
VC2326,1,2478318,2478626,yebG,CDS,""
VCSEN_ancRNA374,1,2478611,2479154,"",misc_RNA,""
VC2328,1,2478920,2479051,"",CDS,""
VCSEN_aTSS4221,1,2478930,2478930,"",misc_feature,""
VC2329,1,2479033,2480064,"",CDS,""
VCSEN_aTSS1807,1,2479154,2479154,"",misc_feature,""
VC2330,1,2480146,2481390,nnrS,CDS,""
VC2332,1,2481493,2482584,"",CDS,""
VCSEN_aTSS4223,1,2482242,2482242,"",misc_feature,""
VCSEN_aTSS4225,1,2482288,2482288,"",misc_feature,""
VCSEN_aTSS1809,1,2482622,2482622,"",misc_feature,""
VC2333,1,2482789,2484240,"",CDS,""
VCSEN_aTSS4227,1,2484446,2484446,"",misc_feature,""
VC2334,1,2484472,2485413,"",CDS,""
VC2335,1,2485397,2485984,"",CDS,""
VC2336,1,2485981,2486325,ygjH,CDS,""
VCSEN_aTSS1811,1,2486354,2486354,"",misc_feature,""
VCSEN_ancRNA375,1,2486396,2486970,"",misc_RNA,""
VCSEN_aTSS4229,1,2486435,2486435,"",misc_feature,""
VCSEN_aTSS4231,1,2486465,2486465,"",misc_feature,""
VC2337,1,2486484,2487491,galR,CDS,""
VCSEN_aTSS1813,1,2486970,2486970,"",misc_feature,""
VC2338,1,2487503,2489086,lacZ,CDS,""
VCSEN_aTSS1815,1,2490711,2490711,"",misc_feature,""
VCSEN_aTSS4233,1,2490915,2490915,"",misc_feature,""
VC2339,1,2490959,2492101,"",CDS,""
VCSEN_aTSS4235,1,2492212,2492212,"",misc_feature,""
VC2340,1,2492237,2493391,"",CDS,""
VC2341,1,2493591,2495282,"",CDS,""
VC2342,1,2495396,2497483,fusA,CDS,""
VCSEN_aTSS4237,1,2497227,2497227,"",misc_feature,""
VCSEN_ancRNA376,1,2497227,2497852,"",misc_RNA,""
VCSEN_aTSS1817,1,2497514,2497514,"",misc_feature,""
VCSEN_aTSS1819,1,2497653,2497653,"",misc_feature,""
VC2343,1,2497754,2499133,radA,CDS,""
VCSEN_aTSS4239,1,2499216,2499216,"",misc_feature,""
VCSEN_aTSS1821,1,2499237,2499237,"",misc_feature,""
VC2344,1,2499261,2501600,plzC,CDS,""
VCSEN_ancRNA377,1,2500201,2500831,"",misc_RNA,""
VCSEN_aTSS1823,1,2500831,2500831,"",misc_feature,""
VC2345,1,2501805,2502791,serB,CDS,""
VCSEN_aTSS1825,1,2502807,2502807,"",misc_feature,""
VCSEN_aTSS4241,1,2502860,2502860,"",misc_feature,""
VC2346,1,2502888,2503511,"",CDS,""
VC2347,1,2503591,2504316,deoD,CDS,pup
VCSEN_aTSS1827,1,2504391,2504391,"",misc_feature,""
VC2348,1,2504399,2505619,deoB,CDS,"drm, thyR, tlr"
VCSEN_aTSS1829,1,2504445,2504445,"",misc_feature,""
VC2349,1,2505637,2506983,deoA,CDS,""
VC2350,1,2507071,2507850,deoC,CDS,""
VC2351,1,2507952,2508140,"",CDS,""
VCSEN_aTSS1831,1,2508062,2508062,"",misc_feature,""
VCSEN_aTSS1833,1,2508202,2508202,"",misc_feature,""
VC2352,1,2508452,2509708,nupX,CDS,""
VCSEN_aTSS1835,1,2509766,2509766,"",misc_feature,""
VC2353,1,2509895,2510719,"",CDS,""
VC2354,1,2510691,2510834,"",CDS,""
VCSEN_aTSS1837,1,2510851,2510851,"",misc_feature,""
VC2355,1,2510861,2511634,"",CDS,""
VCSEN_aTSS1839,1,2511728,2511728,"",misc_feature,""
VC2356,1,2511798,2513228,"",CDS,""
VCSEN_aTSS1841,1,2513380,2513380,"",misc_feature,""
VCSEN_aTSS4243,1,2513865,2513865,"",misc_feature,""
VCSEN_aTSS4245,1,2513885,2513885,"",misc_feature,""
VC2357,1,2513921,2514100,"",CDS,""
VC2358,1,2514244,2514795,"",CDS,""
VCSEN_aTSS1843,1,2514819,2514819,"",misc_feature,""
VC2359,1,2514885,2515565,ung,CDS,""
VCSEN_aTSS1845,1,2515590,2515590,"",misc_feature,""
VCSEN_ancRNA379,1,2515670,2515884,"",misc_RNA,""
VCSEN_aTSS4247,1,2515747,2515747,"",misc_feature,""
VCSEN_ancRNA378,1,2515747,2515834,"",misc_RNA,""
VCSEN_aTSS1847,1,2515884,2515884,"",misc_feature,""
VC2360,1,2515934,2516794,nfo,CDS,""
VCSEN_aTSS1849,1,2516841,2516841,"",misc_feature,""
VCSEN_aTSS1851,1,2516882,2516882,"",misc_feature,""
VCSEN_aTSS4249,1,2517078,2517078,"",misc_feature,""
VC2361,1,2517140,2517517,grcA,CDS,""
VC2362,1,2517597,2518877,thrC,CDS,""
VC2363,1,2518874,2519830,thrB,CDS,""
VCSEN_aTSS1853,1,2519093,2519093,"",misc_feature,""
VC2364,1,2519851,2522310,thrA,CDS,"Hs, thrA1, thrA2, thrD"
VCSEN_aTSS1855,1,2522504,2522504,"",misc_feature,""
VCSEN_aTSS4251,1,2522847,2522847,"",misc_feature,""
VC2365,1,2522882,2523340,"",CDS,""
VC2366,1,2523337,2523825,rraA,CDS,""
VC2367,1,2523852,2524235,"",CDS,""
VCSEN_aTSS1857,1,2524101,2524101,"",misc_feature,""
VCSEN_aTSS1859,1,2524235,2524235,"",misc_feature,""
VCSEN_aTSS4253,1,2524252,2524252,"",misc_feature,""
VCSEN_aTSS1861,1,2524271,2524271,"",misc_feature,""
VCSEN_aTSS4255,1,2524287,2524287,"",misc_feature,""
VCSEN_aTSS4257,1,2524323,2524323,"",misc_feature,""
VCSEN_aTSS4259,1,2524357,2524357,"",misc_feature,""
VCSEN_aTSS4261,1,2524366,2524366,"",misc_feature,""
VC2368,1,2524550,2525266,arcA,CDS,""
VC2369,1,2525325,2527682,arcB,CDS,""
VCSEN_aTSS1863,1,2527704,2527704,"",misc_feature,""
VC2370,1,2527789,2529528,"",CDS,""
VCSEN_aTSS1865,1,2529553,2529553,"",misc_feature,""
VC2371,1,2529596,2530546,"",CDS,""
VCSEN_aTSS1867,1,2530609,2530609,"",misc_feature,""
VCSEN_aTSS4263,1,2530794,2530794,"",misc_feature,""
VC2373,1,2531065,2535657,gltA,CDS,""
VC2374,1,2535658,2537127,gltD,CDS,""
VCSEN_aTSS4265,1,2537396,2537396,"",misc_feature,""
VC2376,1,2537655,2542118,gltB,CDS,"aspB, ossB, psiQ"
VC2377,1,2542134,2543549,gltD,CDS,"aspB, ossB, psiQ"
VCSEN_ancRNA380,1,2543621,2543793,"",misc_RNA,""
VCSEN_aTSS4267,1,2543638,2543638,"",misc_feature,""
VC2378,1,2543736,2544170,"",CDS,""
VCSEN_aTSS1869,1,2543793,2543793,"",misc_feature,""
VCSEN_aTSS4269,1,2544225,2544225,"",misc_feature,""
VC2379,1,2544258,2544953,pfs,CDS,mtnN
VC2380,1,2544966,2545919,"",CDS,""
VC2381,1,2545920,2546750,btuF,CDS,""
VC2382,1,2546845,2547453,"",CDS,""
VC2383,1,2547605,2548465,"",CDS,""
VC2384,1,2548395,2549180,"",CDS,""
VCSEN_aTSS1871,1,2549378,2549378,"",misc_feature,""
VCSEN_aTSS1873,1,2549411,2549411,"",misc_feature,""
VCSEN_aTSS4271,1,2549443,2549443,"",misc_feature,""
VCSEN_aTSS1875,1,2549463,2549463,"",misc_feature,""
VC2385,1,2549642,2550613,ret,CDS,""
VC2386,1,2550614,2552236,"",CDS,""
VC2387,1,2552249,2552866,"",CDS,""
VCSEN_ancRNA381,1,2553377,2553534,"",misc_RNA,""
VCSEN_aTSS4273,1,2553445,2553445,"",misc_feature,""
VC2388,1,2553477,2553959,"",CDS,""
VCSEN_aTSS1877,1,2553534,2553534,"",misc_feature,""
VC2389,1,2554049,2557279,carB,CDS,"arg+ura, cap, pyrA"
VC2390,1,2557296,2558435,carA,CDS,""
VCSEN_aTSS1879,1,2558534,2558534,"",misc_feature,""
VC2391,1,2558918,2559727,dapB,CDS,""
VCSEN_aTSS1881,1,2559772,2559772,"",misc_feature,""
VCSEN_aTSS1883,1,2559837,2559837,"",misc_feature,""
VC2392,1,2559842,2560240,"",CDS,""
VC2394,1,2560390,2563101,secA,CDS,"azi, pea, prlD"
VCSEN_aTSS1885,1,2563149,2563149,"",misc_feature,""
VCSEN_aTSS1887,1,2563199,2563199,"",misc_feature,""
VCSEN_aTSS1889,1,2563253,2563253,"",misc_feature,""
VCSEN_aTSS4275,1,2563395,2563395,"",misc_feature,""
VC2395,1,2563455,2563928,dciA,CDS,""
VC2396,1,2564032,2564949,lpxC,CDS,"asmB, envA"
VCSEN_aTSS1891,1,2564998,2564998,"",misc_feature,""
VC2397,1,2565047,2566243,ftsZ,CDS,"sfiB, sulB"
VC2398,1,2566274,2567536,ftsA,CDS,divA
VCSEN_aTSS1893,1,2566624,2566624,"",misc_feature,""
VC2399,1,2567529,2568311,"",CDS,""
VCSEN_aTSS1895,1,2567585,2567585,"",misc_feature,""
VCSEN_aTSS4277,1,2568069,2568069,"",misc_feature,""
VCSEN_ancRNA382,1,2568069,2568245,"",misc_RNA,""
VCSEN_aTSS1897,1,2568391,2568391,"",misc_feature,""
VC2400,1,2568493,2569953,murC,CDS,""
VC2401,1,2569967,2571031,murG,CDS,""
VC2402,1,2571015,2572211,ftsW,CDS,rodA
VC2403,1,2572228,2573550,murD,CDS,""
VCSEN_aTSS1899,1,2572605,2572605,"",misc_feature,""
VC2404,1,2573574,2574656,mraY,CDS,murX
VCSEN_aTSS1901,1,2573607,2573607,"",misc_feature,""
VC2405,1,2574653,2576014,murF,CDS,""
VCSEN_aTSS1903,1,2574872,2574872,"",misc_feature,""
VC2406,1,2576011,2577498,murE,CDS,""
VC2407,1,2577515,2579257,ftsI,CDS,"pbpB, sep"
VC2408,1,2579254,2579574,ftsL,CDS,""
VC2409,1,2579584,2580534,mraW,CDS,""
VCSEN_aTSS1905,1,2580566,2580566,"",misc_feature,""
VCSEN_aTSS1907,1,2580616,2580616,"",misc_feature,""
VCSEN_ancRNA383,1,2580680,2581119,"",misc_RNA,""
VCSEN_aTSS1909,1,2581119,2581119,"",misc_feature,""
VC2412,1,2581292,2582719,lpd,CDS,""
VCSEN_aTSS1911,1,2582840,2582840,"",misc_feature,""
VC2413,1,2582987,2584894,aceF,CDS,""
VC2414,1,2584895,2587555,aceE,CDS,""
VC2415,1,2587605,2588375,pdhR,CDS,""
VCSEN_aTSS1913,1,2588436,2588436,"",misc_feature,""
VCSEN_ancRNA384,1,2588680,2589282,"",misc_RNA,""
VC2416,1,2588859,2590763,"",CDS,""
VCSEN_aTSS1915,1,2589282,2589282,"",misc_feature,""
VC2417,1,2590808,2592562,recJ,CDS,""
VC2418,1,2592606,2593358,dsbC,CDS,""
VC2419,1,2593375,2594283,xerD,CDS,""
VCSEN_aTSS1917,1,2593425,2593425,"",misc_feature,""
VCSEN_aTSS1919,1,2594313,2594313,"",misc_feature,""
VCSEN_aTSS1921,1,2594377,2594377,"",misc_feature,""
VCSEN_aTSS4279,1,2594392,2594392,"",misc_feature,""
VC2420,1,2594421,2594939,fldA,CDS,""
VC2421,1,2595217,2595762,ampD,CDS,""
VCSEN_aTSS1923,1,2595936,2595936,"",misc_feature,""
VCSEN_aTSS1925,1,2595955,2595955,"",misc_feature,""
VCSEN_aTSS4281,1,2596016,2596016,"",misc_feature,""
VC2422,1,2596058,2596948,nadC,CDS,""
VCSEN_aTSS1927,1,2596112,2596112,"",misc_feature,""
VCSEN_ancRNA385,1,2596708,2597182,"",misc_RNA,""
VCSEN_aTSS1929,1,2597182,2597182,"",misc_feature,""
VC2423,1,2597193,2597654,pilA,CDS,""
VC2424,1,2597654,2599342,pilB,CDS,tapB
VC2425,1,2599385,2600611,pilC,CDS,""
VCSEN_ancRNA386,1,2599542,2599692,"",misc_RNA,""
VCSEN_aTSS1931,1,2599692,2599692,"",misc_feature,""
VCSEN_aTSS4283,1,2600620,2600620,"",misc_feature,""
VC2426,1,2600669,2601544,pilD,CDS,vvpD
VC2427,1,2601541,2602149,coaE,CDS,""
VCSEN_aTSS4285,1,2602159,2602159,"",misc_feature,""
VC2428,1,2602181,2602921,"",CDS,""
VCSEN_aTSS4287,1,2602962,2602962,"",misc_feature,""
VC2429,1,2603063,2603260,"",CDS,""
VC2430,1,2603309,2605594,parC,CDS,""
VC2431,1,2605598,2607478,parE,CDS,nfxD
VCSEN_aTSS1933,1,2607683,2607683,"",misc_feature,""
VC2432,1,2607807,2608394,yqiA,CDS,""
VC2433,1,2608396,2609214,cpdA,CDS,""
VC2434,1,2609239,2609685,"",CDS,""
VCSEN_aTSS4289,1,2609260,2609260,"",misc_feature,""
VCSEN_ancRNA387,1,2609260,2609861,"",misc_RNA,""
VCSEN_aTSS1935,1,2609424,2609424,"",misc_feature,""
VC2435,1,2609692,2610318,nudF,CDS,aspP
VCSEN_aTSS1937,1,2609883,2609883,"",misc_feature,""
VCSEN_aTSS1939,1,2610337,2610337,"",misc_feature,""
VCSEN_aTSS4291,1,2610513,2610513,"",misc_feature,""
VC2436,1,2610550,2611866,tolC,CDS,"colE1-i, mtcB, refI, weeA, mukA, toc"
VC2437,1,2611972,2612832,hldE,CDS,""
VCSEN_aTSS2261,1,2613020,2613020,"",misc_feature,""
VCSEN_aTSS1941,1,2613424,2613424,"",misc_feature,""
VC2438,1,2613465,2616311,glnE,CDS,""
VCSEN_aTSS1943,1,2616334,2616334,"",misc_feature,""
VC2439,1,2616435,2617736,"",CDS,""
VCSEN_aTSS1945,1,2617771,2617771,"",misc_feature,""
VCSEN_aTSS4293,1,2617914,2617914,"",misc_feature,""
VCSEN_ancRNA388,1,2617914,2618132,"",misc_RNA,""
VCSEN_aTSS1947,1,2618014,2618014,"",misc_feature,""
VC2440,1,2618176,2619693,"",CDS,""
VCSEN_aTSS1949,1,2619715,2619715,"",misc_feature,""
VCSEN_aTSS4295,1,2619821,2619821,"",misc_feature,""
VC2441,1,2619893,2620579,"",CDS,""
VC2442,1,2620683,2621984,"",CDS,""
VCSEN_ancRNA389,1,2621801,2622009,"",misc_RNA,""
VCSEN_aTSS1951,1,2622009,2622009,"",misc_feature,""
VCSEN_aTSS4297,1,2622098,2622098,"",misc_feature,""
VC2443,1,2622151,2622759,"",CDS,""
VC2444,1,2622851,2623621,"",CDS,""
VC2445,1,2623621,2625210,"",CDS,""
VCSEN_aTSS4299,1,2625126,2625126,"",misc_feature,""
VCSEN_aTSS1953,1,2625235,2625235,"",misc_feature,""
VC2446,1,2625303,2626514,cca,CDS,""
VC2447,1,2626616,2627917,eno,CDS,""
VC2448,1,2627996,2629633,pyrG,CDS,""
VCSEN_aTSS1955,1,2629683,2629683,"",misc_feature,""
VCSEN_aTSS1957,1,2629715,2629715,"",misc_feature,""
VC2450,1,2629908,2630723,mazG,CDS,""
VCSEN_aTSS1959,1,2630817,2630817,"",misc_feature,""
VC2451,1,2630823,2633039,relA,CDS,""
VC2452,1,2633103,2634425,rumA,CDS,""
VCSEN_aTSS4301,1,2634527,2634527,"",misc_feature,""
VCSEN_aTSS1961,1,2634555,2634555,"",misc_feature,""
VC2453,1,2634597,2637380,barA,CDS,""
VC2454,1,2637368,2638660,vpvC,CDS,""
VC2455,1,2638653,2639063,"",CDS,""
VC2456,1,2639073,2640410,"",CDS,""
VCSEN_aTSS1963,1,2640462,2640462,"",misc_feature,""
VCSEN_aTSS1965,1,2640554,2640554,"",misc_feature,""
VC2457,1,2640613,2640993,acpS,CDS,dpj
VC2458,1,2640997,2641728,pdxJ,CDS,""
VC2459,1,2641725,2642450,recO,CDS,""
VCSEN_aTSS1967,1,2641902,2641902,"",misc_feature,""
VC2460,1,2642520,2643497,era,CDS,"rbaA, sdgE"
VC2461,1,2643490,2644167,rnc,CDS,ranA
VCSEN_aTSS1969,1,2643627,2643627,"",misc_feature,""
VC2462,1,2644199,2645095,lepB,CDS,lep
VC2463,1,2645187,2646980,lepA,CDS,""
VC2464,1,2647093,2647563,"",CDS,""
VC2465,1,2647560,2648525,rseB,CDS,""
VCSEN_aTSS1971,1,2647649,2647649,"",misc_feature,""
VC2466,1,2648522,2649142,rseA,CDS,""
VC2467,1,2649174,2649746,rpoE,CDS,sigE
VCSEN_aTSS1973,1,2649363,2649363,"",misc_feature,""
VCSEN_aTSS1975,1,2649839,2649839,"",misc_feature,""
VCSEN_aTSS4303,1,2650072,2650072,"",misc_feature,""
VC2469,1,2650251,2651858,nadB,CDS,""
VC2470,1,2651883,2652329,"",CDS,""
VC2471,1,2652277,2652537,"",CDS,""
VCSEN_aTSS1977,1,2652567,2652567,"",misc_feature,""
VCSEN_aTSS4305,1,2652665,2652665,"",misc_feature,""
VC2472,1,2652690,2653661,"",CDS,""
VCSEN_ancRNA390,1,2652971,2653328,"",misc_RNA,""
VCSEN_aTSS1979,1,2653328,2653328,"",misc_feature,""
VCSEN_aTSS4307,1,2653872,2653872,"",misc_feature,""
VCSEN_ancRNA391,1,2653872,2653976,"",misc_RNA,""
VCSEN_aTSS4309,1,2654063,2654063,"",misc_feature,""
VCSEN_aTSS4311,1,2654270,2654270,"",misc_feature,""
VC2473,1,2654295,2654501,"",CDS,""
VC2474,1,2654602,2655831,visC,CDS,""
VC2475,1,2655843,2657051,ubiH,CDS,""
VCSEN_aTSS1981,1,2655915,2655915,"",misc_feature,""
VC2476,1,2657072,2657545,"",CDS,""
VC2477,1,2657551,2657646,"",CDS,""
VCSEN_aTSS1983,1,2657671,2657671,"",misc_feature,""
VCSEN_aTSS4313,1,2657833,2657833,"",misc_feature,""
VC2478,1,2657888,2658196,zapA,CDS,""
VCSEN_aTSS4315,1,2658210,2658210,"",misc_feature,""
VCSEN_ancRNA392,1,2658210,2658394,"",misc_RNA,""
VC2479,1,2658396,2658980,"",CDS,""
VCSEN_aTSS4317,1,2659052,2659052,"",misc_feature,""
VC2480,1,2659090,2659746,rpiA,CDS,""
VC2481,1,2660000,2661229,serA,CDS,""
VCSEN_ancRNA393,1,2661278,2661462,"",misc_RNA,""
VC2482,1,2661461,2661955,ilvH,CDS,brnP
VCSEN_aTSS1985,1,2661462,2661462,"",misc_feature,""
VC2483,1,2661957,2663678,ilvI,CDS,""
VCSEN_aTSS1987,1,2663818,2663818,"",misc_feature,""
VC2484,1,2664163,2665968,"",CDS,""
VCSEN_aTSS1989,1,2666008,2666008,"",misc_feature,""
VC2485,1,2666145,2667110,leuO,CDS,""
VCSEN_aTSS1991,1,2667206,2667206,"",misc_feature,""
VC2487,1,2667410,2668498,"",CDS,""
VC2488,1,2668495,2669031,"",CDS,""
VCSEN_aTSS1993,1,2668640,2668640,"",misc_feature,""
VC2489,1,2669158,2669793,"",CDS,""
VCSEN_aTSS1995,1,2669813,2669813,"",misc_feature,""
VCSEN_aTSS4319,1,2669966,2669966,"",misc_feature,""
VCSEN_ancRNA394,1,2669966,2670110,"",misc_RNA,""
VCSEN_aTSS4321,1,2670120,2670120,"",misc_feature,""
VC2490,1,2670176,2671726,leuA,CDS,""
VC2491,1,2671838,2672929,leuB,CDS,""
VC2492,1,2672987,2674390,leuC,CDS,""
VCSEN_aTSS4323,1,2674010,2674010,"",misc_feature,""
VC2493,1,2674406,2675008,leuD,CDS,""
VC2494,1,2675109,2675900,"",CDS,""
VCr025,1,2675957,2676080,"",rRNA,""
VCt083,1,2676117,2676192,tRNA-Thr-1,tRNA,""
VCr016,1,2676241,2676358,5Sf,rRNA,""
VCr017,1,2676486,2679372,23Sf,rRNA,""
VCt084,1,2679659,2679735,tRNA-Ala-1,tRNA,""
VCt085,1,2679744,2679820,tRNA-Ile-1,tRNA,""
VCr018,1,2679884,2681418,16Sf,rRNA,""
VC2495,1,2681453,2681572,"",CDS,""
VCSEN_aTSS4325,1,2681598,2681598,"",misc_feature,""
VCSEN_ancRNA395,1,2681598,2682649,"",misc_RNA,""
VCSEN_aTSS1997,1,2681629,2681629,"",misc_feature,""
VC2497,1,2681920,2683173,"",CDS,""
VCSEN_aTSS1999,1,2683200,2683200,"",misc_feature,""
VCt086,1,2683338,2683422,tRNA-Leu-10,tRNA,""
VCSEN_aTSS4327,1,2683585,2683585,"",misc_feature,""
VC2498,1,2683604,2684086,"",CDS,""
VC2499,1,2684192,2685262,lptG,CDS,""
VC2500,1,2685266,2686366,"",CDS,""
VCSEN_aTSS2001,1,2685374,2685374,"",misc_feature,""
VCSEN_aTSS4329,1,2686422,2686422,"",misc_feature,""
VCSEN_aTSS2003,1,2686506,2686506,"",misc_feature,""
VC2501,1,2686560,2688071,pepA,CDS,"carP, xerB"
VC2502,1,2688155,2688604,"",CDS,""
